"RNA_Name";"Pro_Name";"label";"RPISeq_retrain_pred";"RPISeq_retrain_prob";"rpiCOOL_retrain_pred";"rpiCOOL_retrain_prob";"LION_pred";"LION_prob"
"ENSMUST00000147508";"ENSMUSP00000060640";"Interact";"Non.Interact";"0.0516666666666667";"Non.Interact";"0.026";"Non.Interact";"0.307"
"ENSMUST00000181436";"ENSMUSP00000060640";"Interact";"Non.Interact";"0.0803333333333333";"Non.Interact";"0.062";"Non.Interact";"0.214"
"ENSMUST00000181742";"ENSMUSP00000060640";"Interact";"Non.Interact";"0.0423333333333333";"Non.Interact";"0.05";"Non.Interact";"0.227"
"ENSMUST00000224929";"ENSMUSP00000060640";"Interact";"Non.Interact";"0.059";"Non.Interact";"0.046";"Non.Interact";"0.062"
"ENSMUST00000137629";"ENSMUSP00000060640";"Interact";"Non.Interact";"0.0333333333333333";"Non.Interact";"0.04";"Non.Interact";"0.236"
"ENSMUST00000181193";"ENSMUSP00000060640";"Interact";"Non.Interact";"0.0446666666666667";"Non.Interact";"0.05";"Non.Interact";"0.298"
"ENSMUST00000210835";"ENSMUSP00000060640";"Interact";"Non.Interact";"0.0483333333333333";"Non.Interact";"0.1";"Non.Interact";"0.293"
"ENSMUST00000214060";"ENSMUSP00000060640";"Interact";"Non.Interact";"0.0463333333333333";"Non.Interact";"0.046";"Non.Interact";"0.23"
"ENSMUST00000183878";"ENSMUSP00000060640";"Interact";"Non.Interact";"0.0306666666666667";"Non.Interact";"0.042";"Non.Interact";"0.222"
"ENSMUST00000181682";"ENSMUSP00000060640";"Interact";"Non.Interact";"0.218";"Non.Interact";"0.104";"Non.Interact";"0.385"
"ENSMUST00000181107";"ENSMUSP00000060640";"Interact";"Non.Interact";"0.063";"Non.Interact";"0.088";"Non.Interact";"0.234"
"ENSMUST00000215759";"ENSMUSP00000060640";"Interact";"Non.Interact";"0.202333333333333";"Non.Interact";"0.118";"Non.Interact";"0.486"
"ENSMUST00000181719";"ENSMUSP00000060640";"Interact";"Non.Interact";"0.131666666666667";"Non.Interact";"0.066";"Non.Interact";"0.274"
"ENSMUST00000185465";"ENSMUSP00000078540";"Interact";"Non.Interact";"0.139";"Non.Interact";"0.066";"Non.Interact";"0.12"
"ENSMUST00000190485";"ENSMUSP00000078540";"Interact";"Non.Interact";"0.168333333333333";"Non.Interact";"0.144";"Non.Interact";"0.356"
"ENSMUST00000245729";"ENSMUSP00000078540";"Interact";"Non.Interact";"0.173";"Non.Interact";"0.056";"Non.Interact";"0.111"
"ENSMUST00000245448";"ENSMUSP00000078540";"Interact";"Non.Interact";"0.153666666666667";"Non.Interact";"0.04";"Non.Interact";"0.113"
"ENSMUST00000244115";"ENSMUSP00000078540";"Interact";"Non.Interact";"0.160333333333333";"Non.Interact";"0.05";"Non.Interact";"0.107"
"ENSMUST00000246704";"ENSMUSP00000078540";"Interact";"Non.Interact";"0.165333333333333";"Non.Interact";"0.07";"Non.Interact";"0.272"
"ENSMUST00000241523";"ENSMUSP00000078540";"Interact";"Non.Interact";"0.137";"Non.Interact";"0.102";"Non.Interact";"0.382"
"ENSMUST00000246803";"ENSMUSP00000078540";"Interact";"Non.Interact";"0.132";"Non.Interact";"0.09";"Non.Interact";"0.236"
"ENSMUST00000181073";"ENSMUSP00000078540";"Interact";"Non.Interact";"0.453666666666667";"Non.Interact";"0.378";"Non.Interact";"0.277"
"ENSMUST00000180529";"ENSMUSP00000078540";"Interact";"Non.Interact";"0.478666666666667";"Non.Interact";"0.434";"Non.Interact";"0.314"
"ENSMUST00000156293";"ENSMUSP00000078540";"Interact";"Non.Interact";"0.144";"Non.Interact";"0.13";"Non.Interact";"0.34"
"ENSMUST00000132056";"ENSMUSP00000078540";"Interact";"Non.Interact";"0.129666666666667";"Non.Interact";"0.052";"Non.Interact";"0.382"
"ENSMUST00000145570";"ENSMUSP00000078540";"Interact";"Non.Interact";"0.131333333333333";"Non.Interact";"0.05";"Non.Interact";"0.369"
"ENSMUST00000147508";"ENSMUSP00000078540";"Interact";"Non.Interact";"0.152";"Non.Interact";"0.048";"Non.Interact";"0.398"
"ENSMUST00000181436";"ENSMUSP00000078540";"Interact";"Non.Interact";"0.202";"Non.Interact";"0.112";"Non.Interact";"0.347"
"ENSMUST00000181742";"ENSMUSP00000078540";"Interact";"Non.Interact";"0.152666666666667";"Non.Interact";"0.108";"Non.Interact";"0.371"
"ENSMUST00000224929";"ENSMUSP00000078540";"Interact";"Non.Interact";"0.169";"Non.Interact";"0.072";"Non.Interact";"0.13"
"ENSMUST00000137629";"ENSMUSP00000078540";"Interact";"Non.Interact";"0.138";"Non.Interact";"0.068";"Non.Interact";"0.379"
"ENSMUST00000181193";"ENSMUSP00000078540";"Interact";"Non.Interact";"0.147333333333333";"Non.Interact";"0.12";"Non.Interact";"0.431"
"ENSMUST00000210835";"ENSMUSP00000078540";"Interact";"Non.Interact";"0.170666666666667";"Non.Interact";"0.194";"Non.Interact";"0.36"
"ENSMUST00000214060";"ENSMUSP00000078540";"Interact";"Non.Interact";"0.148666666666667";"Non.Interact";"0.102";"Non.Interact";"0.386"
"ENSMUST00000183878";"ENSMUSP00000078540";"Interact";"Non.Interact";"0.137333333333333";"Non.Interact";"0.104";"Non.Interact";"0.375"
"ENSMUST00000181682";"ENSMUSP00000078540";"Interact";"Non.Interact";"0.333333333333333";"Non.Interact";"0.148";"Non.Interact";"0.45"
"ENSMUST00000181107";"ENSMUSP00000078540";"Interact";"Non.Interact";"0.197";"Non.Interact";"0.19";"Non.Interact";"0.366"
"ENSMUST00000215759";"ENSMUSP00000078540";"Interact";"Non.Interact";"0.323666666666667";"Non.Interact";"0.18";"Non.Interact";"0.491"
"ENSMUST00000181719";"ENSMUSP00000078540";"Interact";"Non.Interact";"0.268666666666667";"Non.Interact";"0.148";"Non.Interact";"0.425"
"ENSMUST00000185465";"ENSMUSP00000112972";"Interact";"Non.Interact";"0.0546666666666667";"Non.Interact";"0.03";"Non.Interact";"0.017"
"ENSMUST00000190485";"ENSMUSP00000112972";"Interact";"Non.Interact";"0.0513333333333333";"Non.Interact";"0.098";"Non.Interact";"0.232"
"ENSMUST00000245729";"ENSMUSP00000112972";"Interact";"Non.Interact";"0.077";"Non.Interact";"0.054";"Non.Interact";"0.027"
"ENSMUST00000245448";"ENSMUSP00000112972";"Interact";"Non.Interact";"0.0773333333333333";"Non.Interact";"0.03";"Non.Interact";"0.013"
"ENSMUST00000244115";"ENSMUSP00000112972";"Interact";"Non.Interact";"0.0716666666666667";"Non.Interact";"0.044";"Non.Interact";"0.018"
"ENSMUST00000246704";"ENSMUSP00000112972";"Interact";"Non.Interact";"0.0703333333333333";"Non.Interact";"0.058";"Non.Interact";"0.112"
"ENSMUST00000241523";"ENSMUSP00000112972";"Interact";"Non.Interact";"0.0476666666666667";"Non.Interact";"0.046";"Non.Interact";"0.205"
"ENSMUST00000246803";"ENSMUSP00000112972";"Interact";"Non.Interact";"0.0493333333333333";"Non.Interact";"0.044";"Non.Interact";"0.142"
"ENSMUST00000181073";"ENSMUSP00000112972";"Interact";"Non.Interact";"0.342";"Non.Interact";"0.274";"Non.Interact";"0.109"
"ENSMUST00000180529";"ENSMUSP00000112972";"Interact";"Non.Interact";"0.386333333333333";"Non.Interact";"0.314";"Non.Interact";"0.136"
"ENSMUST00000156293";"ENSMUSP00000112972";"Interact";"Non.Interact";"0.0586666666666667";"Non.Interact";"0.08";"Non.Interact";"0.198"
"ENSMUST00000132056";"ENSMUSP00000112972";"Interact";"Non.Interact";"0.044";"Non.Interact";"0.044";"Non.Interact";"0.144"
"ENSMUST00000145570";"ENSMUSP00000112972";"Interact";"Non.Interact";"0.045";"Non.Interact";"0.042";"Non.Interact";"0.137"
"ENSMUST00000147508";"ENSMUSP00000112972";"Interact";"Non.Interact";"0.0606666666666667";"Non.Interact";"0.046";"Non.Interact";"0.206"
"ENSMUST00000181436";"ENSMUSP00000112972";"Interact";"Non.Interact";"0.0903333333333333";"Non.Interact";"0.08";"Non.Interact";"0.112"
"ENSMUST00000181742";"ENSMUSP00000112972";"Interact";"Non.Interact";"0.061";"Non.Interact";"0.058";"Non.Interact";"0.115"
"ENSMUST00000224929";"ENSMUSP00000112972";"Interact";"Non.Interact";"0.0766666666666667";"Non.Interact";"0.054";"Non.Interact";"0.048"
"ENSMUST00000137629";"ENSMUSP00000112972";"Interact";"Non.Interact";"0.048";"Non.Interact";"0.058";"Non.Interact";"0.124"
"ENSMUST00000181193";"ENSMUSP00000112972";"Interact";"Non.Interact";"0.059";"Non.Interact";"0.064";"Non.Interact";"0.174"
"ENSMUST00000210835";"ENSMUSP00000112972";"Interact";"Non.Interact";"0.0643333333333333";"Non.Interact";"0.106";"Non.Interact";"0.251"
"ENSMUST00000214060";"ENSMUSP00000112972";"Interact";"Non.Interact";"0.0653333333333333";"Non.Interact";"0.054";"Non.Interact";"0.129"
"ENSMUST00000183878";"ENSMUSP00000112972";"Interact";"Non.Interact";"0.046";"Non.Interact";"0.06";"Non.Interact";"0.121"
"ENSMUST00000181682";"ENSMUSP00000112972";"Interact";"Non.Interact";"0.227666666666667";"Non.Interact";"0.096";"Non.Interact";"0.233"
"ENSMUST00000181107";"ENSMUSP00000112972";"Interact";"Non.Interact";"0.0803333333333333";"Non.Interact";"0.088";"Non.Interact";"0.138"
"ENSMUST00000215759";"ENSMUSP00000112972";"Interact";"Non.Interact";"0.215333333333333";"Non.Interact";"0.108";"Non.Interact";"0.368"
"ENSMUST00000181719";"ENSMUSP00000112972";"Interact";"Non.Interact";"0.147333333333333";"Non.Interact";"0.084";"Non.Interact";"0.134"
"ENSMUST00000185465";"ENSMUSP00000145763";"Interact";"Non.Interact";"0.0453333333333333";"Non.Interact";"0.042";"Non.Interact";"0.033"
"ENSMUST00000190485";"ENSMUSP00000145763";"Interact";"Non.Interact";"0.0416666666666667";"Non.Interact";"0.108";"Non.Interact";"0.225"
"ENSMUST00000245729";"ENSMUSP00000145763";"Interact";"Non.Interact";"0.0653333333333333";"Non.Interact";"0.06";"Non.Interact";"0.032"
"ENSMUST00000245448";"ENSMUSP00000145763";"Interact";"Non.Interact";"0.0706666666666667";"Non.Interact";"0.04";"Non.Interact";"0.033"
"ENSMUST00000244115";"ENSMUSP00000145763";"Interact";"Non.Interact";"0.0633333333333333";"Non.Interact";"0.056";"Non.Interact";"0.028"
"ENSMUST00000246704";"ENSMUSP00000145763";"Interact";"Non.Interact";"0.0646666666666667";"Non.Interact";"0.066";"Non.Interact";"0.11"
"ENSMUST00000241523";"ENSMUSP00000145763";"Interact";"Non.Interact";"0.0373333333333333";"Non.Interact";"0.054";"Non.Interact";"0.237"
"ENSMUST00000246803";"ENSMUSP00000145763";"Interact";"Non.Interact";"0.0386666666666667";"Non.Interact";"0.052";"Non.Interact";"0.164"
"ENSMUST00000181073";"ENSMUSP00000145763";"Interact";"Non.Interact";"0.300666666666667";"Non.Interact";"0.258";"Non.Interact";"0.132"
"ENSMUST00000180529";"ENSMUSP00000145763";"Interact";"Non.Interact";"0.354";"Non.Interact";"0.294";"Non.Interact";"0.151"
"ENSMUST00000156293";"ENSMUSP00000145763";"Interact";"Non.Interact";"0.0446666666666667";"Non.Interact";"0.078";"Non.Interact";"0.218"
"ENSMUST00000132056";"ENSMUSP00000145763";"Interact";"Non.Interact";"0.035";"Non.Interact";"0.058";"Non.Interact";"0.17"
"ENSMUST00000145570";"ENSMUSP00000145763";"Interact";"Non.Interact";"0.0373333333333333";"Non.Interact";"0.048";"Non.Interact";"0.137"
"ENSMUST00000147508";"ENSMUSP00000145763";"Interact";"Non.Interact";"0.0533333333333333";"Non.Interact";"0.052";"Non.Interact";"0.217"
"ENSMUST00000181436";"ENSMUSP00000145763";"Interact";"Non.Interact";"0.0776666666666667";"Non.Interact";"0.09";"Non.Interact";"0.158"
"ENSMUST00000181742";"ENSMUSP00000145763";"Interact";"Non.Interact";"0.0546666666666667";"Non.Interact";"0.06";"Non.Interact";"0.146"
"ENSMUST00000224929";"ENSMUSP00000145763";"Interact";"Non.Interact";"0.064";"Non.Interact";"0.066";"Non.Interact";"0.06"
"ENSMUST00000137629";"ENSMUSP00000145763";"Interact";"Non.Interact";"0.0386666666666667";"Non.Interact";"0.066";"Non.Interact";"0.151"
"ENSMUST00000181193";"ENSMUSP00000145763";"Interact";"Non.Interact";"0.045";"Non.Interact";"0.072";"Non.Interact";"0.184"
"ENSMUST00000210835";"ENSMUSP00000145763";"Interact";"Non.Interact";"0.0533333333333333";"Non.Interact";"0.11";"Non.Interact";"0.265"
"ENSMUST00000214060";"ENSMUSP00000145763";"Interact";"Non.Interact";"0.055";"Non.Interact";"0.062";"Non.Interact";"0.178"
"ENSMUST00000183878";"ENSMUSP00000145763";"Interact";"Non.Interact";"0.0356666666666667";"Non.Interact";"0.06";"Non.Interact";"0.144"
"ENSMUST00000181682";"ENSMUSP00000145763";"Interact";"Non.Interact";"0.208666666666667";"Non.Interact";"0.1";"Non.Interact";"0.269"
"ENSMUST00000181107";"ENSMUSP00000145763";"Interact";"Non.Interact";"0.0726666666666667";"Non.Interact";"0.1";"Non.Interact";"0.178"
"ENSMUST00000215759";"ENSMUSP00000145763";"Interact";"Non.Interact";"0.199333333333333";"Non.Interact";"0.122";"Non.Interact";"0.339"
"ENSMUST00000181719";"ENSMUSP00000145763";"Interact";"Non.Interact";"0.124666666666667";"Non.Interact";"0.1";"Non.Interact";"0.172"
"ENSMUST00000185465";"ENSMUSP00000114018";"Interact";"Non.Interact";"0.0813333333333333";"Non.Interact";"0.024";"Non.Interact";"0.027"
"ENSMUST00000190485";"ENSMUSP00000114018";"Interact";"Non.Interact";"0.0863333333333333";"Non.Interact";"0.062";"Non.Interact";"0.222"
"ENSMUST00000245729";"ENSMUSP00000114018";"Interact";"Non.Interact";"0.109666666666667";"Non.Interact";"0.032";"Non.Interact";"0.031"
"ENSMUST00000245448";"ENSMUSP00000114018";"Interact";"Non.Interact";"0.101333333333333";"Non.Interact";"0.03";"Non.Interact";"0.027"
"ENSMUST00000244115";"ENSMUSP00000114018";"Interact";"Non.Interact";"0.101666666666667";"Non.Interact";"0.026";"Non.Interact";"0.025"
"ENSMUST00000246704";"ENSMUSP00000114018";"Interact";"Non.Interact";"0.104666666666667";"Non.Interact";"0.038";"Non.Interact";"0.089"
"ENSMUST00000241523";"ENSMUSP00000114018";"Interact";"Non.Interact";"0.0743333333333333";"Non.Interact";"0.046";"Non.Interact";"0.235"
"ENSMUST00000246803";"ENSMUSP00000114018";"Interact";"Non.Interact";"0.0713333333333333";"Non.Interact";"0.046";"Non.Interact";"0.137"
"ENSMUST00000181073";"ENSMUSP00000114018";"Interact";"Non.Interact";"0.406";"Non.Interact";"0.386";"Non.Interact";"0.122"
"ENSMUST00000180529";"ENSMUSP00000114018";"Interact";"Non.Interact";"0.443";"Non.Interact";"0.424";"Non.Interact";"0.146"
"ENSMUST00000156293";"ENSMUSP00000114018";"Interact";"Non.Interact";"0.0843333333333333";"Non.Interact";"0.072";"Non.Interact";"0.204"
"ENSMUST00000132056";"ENSMUSP00000114018";"Interact";"Non.Interact";"0.0756666666666667";"Non.Interact";"0.036";"Non.Interact";"0.15"
"ENSMUST00000145570";"ENSMUSP00000114018";"Interact";"Non.Interact";"0.0776666666666667";"Non.Interact";"0.032";"Non.Interact";"0.109"
"ENSMUST00000147508";"ENSMUSP00000114018";"Interact";"Non.Interact";"0.100333333333333";"Non.Interact";"0.03";"Non.Interact";"0.213"
"ENSMUST00000181436";"ENSMUSP00000114018";"Interact";"Non.Interact";"0.139";"Non.Interact";"0.072";"Non.Interact";"0.133"
"ENSMUST00000181742";"ENSMUSP00000114018";"Interact";"Non.Interact";"0.0936666666666667";"Non.Interact";"0.046";"Non.Interact";"0.133"
"ENSMUST00000224929";"ENSMUSP00000114018";"Interact";"Non.Interact";"0.108666666666667";"Non.Interact";"0.052";"Non.Interact";"0.07"
"ENSMUST00000137629";"ENSMUSP00000114018";"Interact";"Non.Interact";"0.0796666666666667";"Non.Interact";"0.042";"Non.Interact";"0.162"
"ENSMUST00000181193";"ENSMUSP00000114018";"Interact";"Non.Interact";"0.0863333333333333";"Non.Interact";"0.058";"Non.Interact";"0.177"
"ENSMUST00000210835";"ENSMUSP00000114018";"Interact";"Non.Interact";"0.095";"Non.Interact";"0.098";"Non.Interact";"0.236"
"ENSMUST00000214060";"ENSMUSP00000114018";"Interact";"Non.Interact";"0.0963333333333333";"Non.Interact";"0.06";"Non.Interact";"0.16"
"ENSMUST00000183878";"ENSMUSP00000114018";"Interact";"Non.Interact";"0.0743333333333333";"Non.Interact";"0.046";"Non.Interact";"0.132"
"ENSMUST00000181682";"ENSMUSP00000114018";"Interact";"Non.Interact";"0.260666666666667";"Non.Interact";"0.116";"Non.Interact";"0.278"
"ENSMUST00000181107";"ENSMUSP00000114018";"Interact";"Non.Interact";"0.115333333333333";"Non.Interact";"0.096";"Non.Interact";"0.137"
"ENSMUST00000215759";"ENSMUSP00000114018";"Interact";"Non.Interact";"0.246666666666667";"Non.Interact";"0.15";"Non.Interact";"0.382"
"ENSMUST00000181719";"ENSMUSP00000114018";"Interact";"Non.Interact";"0.177";"Non.Interact";"0.092";"Non.Interact";"0.151"
"ENSMUST00000185465";"ENSMUSP00000132248";"Interact";"Non.Interact";"0.0646666666666667";"Non.Interact";"0.022";"Non.Interact";"0.028"
"ENSMUST00000190485";"ENSMUSP00000132248";"Interact";"Non.Interact";"0.066";"Non.Interact";"0.072";"Non.Interact";"0.229"
"ENSMUST00000245729";"ENSMUSP00000132248";"Interact";"Non.Interact";"0.0883333333333333";"Non.Interact";"0.028";"Non.Interact";"0.022"
"ENSMUST00000245448";"ENSMUSP00000132248";"Interact";"Non.Interact";"0.0866666666666667";"Non.Interact";"0.022";"Non.Interact";"0.022"
"ENSMUST00000244115";"ENSMUSP00000132248";"Interact";"Non.Interact";"0.084";"Non.Interact";"0.026";"Non.Interact";"0.015"
"ENSMUST00000246704";"ENSMUSP00000132248";"Interact";"Non.Interact";"0.0843333333333333";"Non.Interact";"0.03";"Non.Interact";"0.087"
"ENSMUST00000241523";"ENSMUSP00000132248";"Interact";"Non.Interact";"0.061";"Non.Interact";"0.048";"Non.Interact";"0.233"
"ENSMUST00000246803";"ENSMUSP00000132248";"Interact";"Non.Interact";"0.0586666666666667";"Non.Interact";"0.046";"Non.Interact";"0.121"
"ENSMUST00000181073";"ENSMUSP00000132248";"Interact";"Non.Interact";"0.402666666666667";"Non.Interact";"0.388";"Non.Interact";"0.109"
"ENSMUST00000180529";"ENSMUSP00000132248";"Interact";"Non.Interact";"0.446";"Non.Interact";"0.424";"Non.Interact";"0.14"
"ENSMUST00000156293";"ENSMUSP00000132248";"Interact";"Non.Interact";"0.0673333333333333";"Non.Interact";"0.076";"Non.Interact";"0.223"
"ENSMUST00000132056";"ENSMUSP00000132248";"Interact";"Non.Interact";"0.0583333333333333";"Non.Interact";"0.024";"Non.Interact";"0.169"
"ENSMUST00000145570";"ENSMUSP00000132248";"Interact";"Non.Interact";"0.058";"Non.Interact";"0.018";"Non.Interact";"0.128"
"ENSMUST00000147508";"ENSMUSP00000132248";"Interact";"Non.Interact";"0.0833333333333333";"Non.Interact";"0.03";"Non.Interact";"0.232"
"ENSMUST00000181436";"ENSMUSP00000132248";"Interact";"Non.Interact";"0.121";"Non.Interact";"0.066";"Non.Interact";"0.166"
"ENSMUST00000181742";"ENSMUSP00000132248";"Interact";"Non.Interact";"0.0776666666666667";"Non.Interact";"0.058";"Non.Interact";"0.146"
"ENSMUST00000224929";"ENSMUSP00000132248";"Interact";"Non.Interact";"0.0946666666666667";"Non.Interact";"0.06";"Non.Interact";"0.061"
"ENSMUST00000137629";"ENSMUSP00000132248";"Interact";"Non.Interact";"0.0593333333333333";"Non.Interact";"0.038";"Non.Interact";"0.175"
"ENSMUST00000181193";"ENSMUSP00000132248";"Interact";"Non.Interact";"0.071";"Non.Interact";"0.072";"Non.Interact";"0.204"
"ENSMUST00000210835";"ENSMUSP00000132248";"Interact";"Non.Interact";"0.076";"Non.Interact";"0.104";"Non.Interact";"0.247"
"ENSMUST00000214060";"ENSMUSP00000132248";"Interact";"Non.Interact";"0.0883333333333333";"Non.Interact";"0.046";"Non.Interact";"0.173"
"ENSMUST00000183878";"ENSMUSP00000132248";"Interact";"Non.Interact";"0.061";"Non.Interact";"0.05";"Non.Interact";"0.149"
"ENSMUST00000181682";"ENSMUSP00000132248";"Interact";"Non.Interact";"0.248666666666667";"Non.Interact";"0.126";"Non.Interact";"0.309"
"ENSMUST00000181107";"ENSMUSP00000132248";"Interact";"Non.Interact";"0.0986666666666667";"Non.Interact";"0.108";"Non.Interact";"0.171"
"ENSMUST00000215759";"ENSMUSP00000132248";"Interact";"Non.Interact";"0.231";"Non.Interact";"0.15";"Non.Interact";"0.383"
"ENSMUST00000181719";"ENSMUSP00000132248";"Interact";"Non.Interact";"0.161666666666667";"Non.Interact";"0.108";"Non.Interact";"0.191"
"ENSMUST00000185465";"ENSMUSP00000052508";"Interact";"Non.Interact";"0.0796666666666667";"Non.Interact";"0.032";"Non.Interact";"0.033"
"ENSMUST00000190485";"ENSMUSP00000052508";"Interact";"Non.Interact";"0.0726666666666667";"Non.Interact";"0.07";"Non.Interact";"0.234"
"ENSMUST00000245729";"ENSMUSP00000052508";"Interact";"Non.Interact";"0.096";"Non.Interact";"0.054";"Non.Interact";"0.037"
"ENSMUST00000245448";"ENSMUSP00000052508";"Interact";"Non.Interact";"0.0963333333333333";"Non.Interact";"0.03";"Non.Interact";"0.029"
"ENSMUST00000244115";"ENSMUSP00000052508";"Interact";"Non.Interact";"0.0906666666666667";"Non.Interact";"0.042";"Non.Interact";"0.024"
"ENSMUST00000246704";"ENSMUSP00000052508";"Interact";"Non.Interact";"0.0963333333333333";"Non.Interact";"0.044";"Non.Interact";"0.118"
"ENSMUST00000241523";"ENSMUSP00000052508";"Interact";"Non.Interact";"0.0673333333333333";"Non.Interact";"0.046";"Non.Interact";"0.274"
"ENSMUST00000246803";"ENSMUSP00000052508";"Interact";"Non.Interact";"0.0646666666666667";"Non.Interact";"0.046";"Non.Interact";"0.169"
"ENSMUST00000181073";"ENSMUSP00000052508";"Interact";"Non.Interact";"0.398333333333333";"Non.Interact";"0.416";"Non.Interact";"0.141"
"ENSMUST00000180529";"ENSMUSP00000052508";"Interact";"Non.Interact";"0.441333333333333";"Non.Interact";"0.45";"Non.Interact";"0.188"
"ENSMUST00000156293";"ENSMUSP00000052508";"Interact";"Non.Interact";"0.07";"Non.Interact";"0.07";"Non.Interact";"0.23"
"ENSMUST00000132056";"ENSMUSP00000052508";"Interact";"Non.Interact";"0.0653333333333333";"Non.Interact";"0.038";"Non.Interact";"0.211"
"ENSMUST00000145570";"ENSMUSP00000052508";"Interact";"Non.Interact";"0.068";"Non.Interact";"0.03";"Non.Interact";"0.17"
"ENSMUST00000147508";"ENSMUSP00000052508";"Interact";"Non.Interact";"0.0853333333333333";"Non.Interact";"0.04";"Non.Interact";"0.251"
"ENSMUST00000181436";"ENSMUSP00000052508";"Interact";"Non.Interact";"0.121666666666667";"Non.Interact";"0.07";"Non.Interact";"0.195"
"ENSMUST00000181742";"ENSMUSP00000052508";"Interact";"Non.Interact";"0.0846666666666667";"Non.Interact";"0.064";"Non.Interact";"0.175"
"ENSMUST00000224929";"ENSMUSP00000052508";"Interact";"Non.Interact";"0.109";"Non.Interact";"0.058";"Non.Interact";"0.073"
"ENSMUST00000137629";"ENSMUSP00000052508";"Interact";"Non.Interact";"0.0673333333333333";"Non.Interact";"0.05";"Non.Interact";"0.201"
"ENSMUST00000181193";"ENSMUSP00000052508";"Interact";"Non.Interact";"0.0766666666666667";"Non.Interact";"0.08";"Non.Interact";"0.255"
"ENSMUST00000210835";"ENSMUSP00000052508";"Interact";"Non.Interact";"0.0866666666666667";"Non.Interact";"0.094";"Non.Interact";"0.261"
"ENSMUST00000214060";"ENSMUSP00000052508";"Interact";"Non.Interact";"0.0893333333333333";"Non.Interact";"0.06";"Non.Interact";"0.183"
"ENSMUST00000183878";"ENSMUSP00000052508";"Interact";"Non.Interact";"0.062";"Non.Interact";"0.064";"Non.Interact";"0.18"
"ENSMUST00000181682";"ENSMUSP00000052508";"Interact";"Non.Interact";"0.253333333333333";"Non.Interact";"0.138";"Non.Interact";"0.325"
"ENSMUST00000181107";"ENSMUSP00000052508";"Interact";"Non.Interact";"0.0993333333333333";"Non.Interact";"0.112";"Non.Interact";"0.174"
"ENSMUST00000215759";"ENSMUSP00000052508";"Interact";"Non.Interact";"0.233";"Non.Interact";"0.17";"Non.Interact";"0.447"
"ENSMUST00000181719";"ENSMUSP00000052508";"Interact";"Non.Interact";"0.165";"Non.Interact";"0.112";"Non.Interact";"0.197"
"ENSMUST00000185465";"ENSMUSP00000137314";"Interact";"Non.Interact";"0.0813333333333333";"Non.Interact";"0.024";"Non.Interact";"0.027"
"ENSMUST00000190485";"ENSMUSP00000137314";"Interact";"Non.Interact";"0.0863333333333333";"Non.Interact";"0.062";"Non.Interact";"0.222"
"ENSMUST00000245729";"ENSMUSP00000137314";"Interact";"Non.Interact";"0.109666666666667";"Non.Interact";"0.032";"Non.Interact";"0.031"
"ENSMUST00000245448";"ENSMUSP00000137314";"Interact";"Non.Interact";"0.101333333333333";"Non.Interact";"0.03";"Non.Interact";"0.027"
"ENSMUST00000244115";"ENSMUSP00000137314";"Interact";"Non.Interact";"0.101666666666667";"Non.Interact";"0.026";"Non.Interact";"0.025"
"ENSMUST00000246704";"ENSMUSP00000137314";"Interact";"Non.Interact";"0.104666666666667";"Non.Interact";"0.038";"Non.Interact";"0.089"
"ENSMUST00000241523";"ENSMUSP00000137314";"Interact";"Non.Interact";"0.0743333333333333";"Non.Interact";"0.046";"Non.Interact";"0.235"
"ENSMUST00000246803";"ENSMUSP00000137314";"Interact";"Non.Interact";"0.0713333333333333";"Non.Interact";"0.046";"Non.Interact";"0.137"
"ENSMUST00000181073";"ENSMUSP00000137314";"Interact";"Non.Interact";"0.406";"Non.Interact";"0.386";"Non.Interact";"0.122"
"ENSMUST00000180529";"ENSMUSP00000137314";"Interact";"Non.Interact";"0.443";"Non.Interact";"0.424";"Non.Interact";"0.146"
"ENSMUST00000156293";"ENSMUSP00000137314";"Interact";"Non.Interact";"0.0843333333333333";"Non.Interact";"0.072";"Non.Interact";"0.204"
"ENSMUST00000132056";"ENSMUSP00000137314";"Interact";"Non.Interact";"0.0756666666666667";"Non.Interact";"0.036";"Non.Interact";"0.15"
"ENSMUST00000145570";"ENSMUSP00000137314";"Interact";"Non.Interact";"0.0776666666666667";"Non.Interact";"0.032";"Non.Interact";"0.109"
"ENSMUST00000147508";"ENSMUSP00000137314";"Interact";"Non.Interact";"0.100333333333333";"Non.Interact";"0.03";"Non.Interact";"0.213"
"ENSMUST00000181436";"ENSMUSP00000137314";"Interact";"Non.Interact";"0.139";"Non.Interact";"0.072";"Non.Interact";"0.133"
"ENSMUST00000181742";"ENSMUSP00000137314";"Interact";"Non.Interact";"0.0936666666666667";"Non.Interact";"0.046";"Non.Interact";"0.133"
"ENSMUST00000224929";"ENSMUSP00000137314";"Interact";"Non.Interact";"0.108666666666667";"Non.Interact";"0.052";"Non.Interact";"0.07"
"ENSMUST00000137629";"ENSMUSP00000137314";"Interact";"Non.Interact";"0.0796666666666667";"Non.Interact";"0.042";"Non.Interact";"0.162"
"ENSMUST00000181193";"ENSMUSP00000137314";"Interact";"Non.Interact";"0.0863333333333333";"Non.Interact";"0.058";"Non.Interact";"0.177"
"ENSMUST00000210835";"ENSMUSP00000137314";"Interact";"Non.Interact";"0.095";"Non.Interact";"0.098";"Non.Interact";"0.236"
