name	kmerScore_1mer	kmerScore_2mer	kmerScore_3mer	kmerScore_6mer	kmerScore_9mer	kmerScore_12mer	ORF_cover	RNA_size	coding_potential	label
ENSMUST00000117479	0.496388	0.492058	0.487712	0.487291	0.457818	0.523463	0.434540389972145	359	0.012	0
ENSMUST00000117484	0.498071	0.495287	0.510881	0.526304	0.557063	0.573059	0.198692810457516	2295	0.036	0
ENSMUST00000117501	0.498675	0.495935	0.50561	0.518003	0.522368	0.551737	0.652173913043478	782	0.238	0
ENSMUST00000117505	0.496779	0.490514	0.479057	0.490148	0.625239	0.748181	0.584070796460177	1695	0.346	0
ENSMUST00000117511	0.497236	0.492535	0.498671	0.502611	0.494091	0.555552	0.311926605504587	654	0.018	0
ENSMUST00000117521	0.498321	0.496004	0.490984	0.48702	0.48986	0.542218	0.28436018957346	633	0.002	0
ENSMUST00000117523	0.495777	0.489531	0.503315	0.506855	0.516735	0.540355	0.406882591093117	494	0.074	0
ENSMUST00000117545	0.497789	0.493365	0.509776	0.516325	0.514394	0.558424	0.183881952326901	881	0.054	0
ENSMUST00000117573	0.499164	0.495792	0.501062	0.516283	0.538696	0.549049	0.4	960	0.066	0
ENSMUST00000117575	0.502177	0.505277	0.505084	0.518987	0.540845	0.574246	0.346916299559471	1816	0.012	0
ENSMUST00000117591	0.499367	0.495737	0.505972	0.501884	0.464043	0.483278	0.207190160832545	1057	0.014	0
ENSMUST00000117594	0.498171	0.496898	0.518281	0.528493	0.558063	0.548015	0.345083487940631	539	0.14	0
ENSMUST00000117595	0.505508	0.511384	0.51684	0.532859	0.546846	0.524287	0.833746898263027	806	0.178	0
ENSMUST00000117618	0.497924	0.495284	0.469856	0.463618	0.445547	0.417635	0.905405405405405	222	0.032	0
ENSMUST00000117619	0.495408	0.490544	0.519487	0.550736	0.64164	0.701657	1	216	0.998	1
ENSMUST00000117626	0.497674	0.493501	0.473214	0.46767	0.481494	0.499547	0.457446808510638	282	0.028	0
ENSMUST00000117636	0.500657	0.502598	0.524857	0.575007	0.607034	0.578401	0.50561797752809	267	0.212	0
ENSMUST00000117657	0.49707	0.493171	0.502694	0.514623	0.519658	0.55552	0.615094339622641	795	0.234	0
ENSMUST00000117663	0.496002	0.492123	0.501349	0.509996	0.520453	0.559752	0.280552603613177	941	0.062	0
ENSMUST00000117665	0.498536	0.497317	0.514358	0.537934	0.564966	0.583676	0.398936170212766	564	0.154	0
ENSMUST00000117667	0.49784	0.49331	0.48757	0.452218	0.406115	0.416292	0.736654804270463	843	0.028	0
ENSMUST00000117716	0.501049	0.502478	0.518895	0.55172	0.575204	0.590722	0.467611336032389	988	0.182	0
ENSMUST00000117719	0.501577	0.503938	0.505513	0.515498	0.529043	0.54379	0.963576158940397	302	0.33	0
ENSMUST00000117730	0.498546	0.498759	0.534715	0.580518	0.6322	0.590632	0.679133858267717	508	0.94	1
ENSMUST00000117741	0.495823	0.491484	0.479473	0.454313	0.428021	0.478427	0.619760479041916	334	0.014	0
ENSMUST00000117760	0.498689	0.4978	0.478277	0.454814	0.454103	0.507729	0.153132250580046	1293	0	0
ENSMUST00000117776	0.497577	0.493383	0.49621	0.495741	0.479173	0.571239	0.556786703601108	361	0.032	0
ENSMUST00000117787	0.496878	0.493729	0.510381	0.531049	0.570019	0.612339	0.30827668932427	2501	0.076	0
ENSMUST00000117789	0.501209	0.504	0.505524	0.529657	0.54415	0.568707	0.188356164383562	876	0.012	0
ENSMUST00000117794	0.498348	0.496981	0.493731	0.492543	0.506878	0.566824	0.374133949191686	866	0.006	0
ENSMUST00000117795	0.495473	0.490049	0.483291	0.480036	0.491521	0.493555	0.579310344827586	290	0.042	0
ENSMUST00000117808	0.496978	0.491634	0.505769	0.505414	0.487994	0.464114	0.31931330472103	2330	0.004	0
ENSMUST00000117809	0.495022	0.487895	0.482649	0.469961	0.463036	0.529403	0.392384105960265	604	0.004	0
ENSMUST00000117825	0.501017	0.503013	0.532688	0.581788	0.63444	0.630183	0.451986754966887	604	0.316	0
ENSMUST00000117833	0.497061	0.49098	0.444986	0.412522	0.382261	0.509152	0.39527027027027	296	0.014	0
ENSMUST00000117834	0.501208	0.503465	0.525535	0.566681	0.612696	0.636747	0.885245901639344	427	0.928	1
ENSMUST00000117861	0.499636	0.497944	0.483321	0.470023	0.470385	0.539363	0.659751037344398	482	0.026	0
ENSMUST00000117864	0.50221	0.503572	0.506837	0.526006	0.541751	0.48804	0.134422772799157	1897	0.002	0
ENSMUST00000117867	0.498895	0.498834	0.502736	0.517811	0.58142	0.536649	0.271978021978022	364	0.04	0
ENSMUST00000117874	0.498242	0.495497	0.519634	0.548034	0.571864	0.593307	0.331979695431472	985	0.14	0
ENSMUST00000117885	0.496266	0.487541	0.47468	0.448667	0.425797	0.448253	0.49438202247191	267	0.012	0
ENSMUST00000117898	0.494218	0.486993	0.510755	0.518802	0.550289	0.645628	0.993630573248408	314	0.992	1
ENSMUST00000117899	0.493443	0.484919	0.488953	0.473324	0.49203	0.603491	0.441588785046729	428	0.102	0
ENSMUST00000117904	0.499943	0.500375	0.518654	0.53663	0.587708	0.564355	0.734042553191489	282	0.712	1
ENSMUST00000117905	0.503161	0.506952	0.517593	0.536558	0.572176	0.63066	0.546168958742633	1527	0.298	0
ENSMUST00000117906	0.501471	0.50353	0.511954	0.526548	0.563313	0.557726	0.486725663716814	678	0.082	0
ENSMUST00000117921	0.499489	0.499255	0.509603	0.520165	0.551322	0.542405	0.979899497487437	597	0.844	1
ENSMUST00000117946	0.506045	0.513667	0.542086	0.587127	0.598507	0.614822	0.662921348314607	267	0.716	1
ENSMUST00000117947	0.496627	0.493685	0.516436	0.548728	0.563492	0.555442	0.28135593220339	885	0.094	0
ENSMUST00000117949	0.500227	0.500259	0.542472	0.589453	0.643071	0.644442	0.556451612903226	744	0.8	1
ENSMUST00000117952	0.498144	0.496591	0.507737	0.518728	0.550586	0.708886	0.730542452830189	1696	0.592	1
ENSMUST00000117960	0.501124	0.502011	0.512899	0.535834	0.570744	0.549904	0.21259842519685	508	0.026	0
ENSMUST00000117962	0.498799	0.497105	0.516213	0.544497	0.56942	0.637624	0.991130820399113	451	0.976	1
ENSMUST00000117975	0.502413	0.506256	0.520329	0.551162	0.587446	0.552971	0.2952	1250	0.026	0
ENSMUST00000117978	0.489156	0.476138	0.476862	0.451033	0.428151	0.517617	0.450949367088608	632	0.012	0
ENSMUST00000117983	0.50192	0.504059	0.523587	0.539163	0.575378	0.567903	1	714	0.998	1
ENSMUST00000117986	0.500424	0.501898	0.507733	0.51284	0.52633	0.537442	0.249566724436742	577	0.016	0
ENSMUST00000117999	0.499864	0.499576	0.509997	0.523048	0.546421	0.562669	1	1560	1	1
ENSMUST00000118019	0.493659	0.485054	0.487365	0.49558	0.490841	0.474245	0.541666666666667	288	0.02	0
ENSMUST00000118023	0.50057	0.501448	0.527753	0.559086	0.607487	0.706124	0.504553734061931	1647	0.328	0
ENSMUST00000118030	0.496687	0.490273	0.474762	0.447698	0.414324	0.496807	0.240162822252374	737	0.002	0
ENSMUST00000118038	0.501292	0.501463	0.507635	0.505472	0.521632	0.510783	0.167302612268858	3407	0.012	0
ENSMUST00000118042	0.500678	0.501219	0.523729	0.558089	0.591988	0.568708	0.364066193853428	1269	0.096	0
ENSMUST00000118045	0.500572	0.500508	0.488275	0.477079	0.497997	0.527088	0.456818181818182	440	0.006	0
ENSMUST00000118046	0.49623	0.491703	0.506361	0.529663	0.626213	0.906804	0.994858611825193	389	1	1
ENSMUST00000118050	0.50353	0.508299	0.541878	0.585716	0.629823	0.696604	0.956175298804781	502	0.98	1
ENSMUST00000118052	0.495071	0.490564	0.515592	0.542655	0.618454	0.730613	0.871508379888268	537	0.872	1
ENSMUST00000118055	0.497913	0.494401	0.511271	0.539338	0.575095	0.658978	0.203038674033149	724	0.134	0
ENSMUST00000118056	0.490057	0.47619	0.456469	0.441122	0.409696	0.477962	0.186813186813187	546	0	0
ENSMUST00000118063	0.503331	0.50627	0.536204	0.590944	0.637073	0.638617	0.428571428571429	630	0.552	1
ENSMUST00000118065	0.499851	0.497073	0.498927	0.510817	0.527737	0.530887	0.350917431192661	436	0.016	0
ENSMUST00000118066	0.50094	0.501536	0.5163	0.535974	0.56935	0.793522	0.999460043196544	1852	1	1
ENSMUST00000118067	0.499353	0.49693	0.507918	0.521992	0.539366	0.559942	0.342857142857143	560	0.078	0
ENSMUST00000118068	0.501527	0.503423	0.518545	0.537623	0.572123	0.773174	0.297227036395147	3462	0.274	0
ENSMUST00000118082	0.499744	0.499509	0.512035	0.52872	0.56374	0.766854	0.442015209125475	4208	0.248	0
ENSMUST00000118085	0.499442	0.498579	0.518368	0.540996	0.577049	0.556553	0.865384615384615	364	0.882	1
ENSMUST00000118089	0.500322	0.500554	0.524624	0.548923	0.587395	0.582487	0.392898719441211	1718	0.136	0
ENSMUST00000118093	0.496359	0.492461	0.477855	0.475939	0.47866	0.528452	0.213038416763679	859	0	0
ENSMUST00000118094	0.49764	0.494345	0.505254	0.530711	0.566988	0.598834	0.31413612565445	955	0.076	0
ENSMUST00000118122	0.497661	0.493844	0.475157	0.454366	0.461089	0.466736	0.918103448275862	232	0.018	0
ENSMUST00000118124	0.50253	0.505418	0.52763	0.564331	0.602881	0.591471	0.508196721311475	732	0.266	0
ENSMUST00000118177	0.502129	0.506571	0.533606	0.585016	0.651713	0.742481	0.383828045035824	977	0.45	0
ENSMUST00000118178	0.502079	0.505086	0.481044	0.466264	0.445537	0.486141	0.320754716981132	477	0.01	0
ENSMUST00000118201	0.496777	0.491531	0.496108	0.50517	0.54109	0.507385	0.261006289308176	954	0.05	0
ENSMUST00000118237	0.502066	0.504331	0.487517	0.49638	0.509441	0.495836	0.224625623960067	601	0.01	0
ENSMUST00000118240	0.500536	0.501669	0.479564	0.473101	0.486541	0.474201	0.235294117647059	969	0.006	0
ENSMUST00000118260	0.496522	0.490464	0.512156	0.518287	0.504803	0.46446	0.277566539923954	1578	0.016	0
ENSMUST00000118262	0.498175	0.49683	0.510121	0.533233	0.565292	0.555311	0.616279069767442	516	0.508	1
ENSMUST00000118264	0.50287	0.506272	0.517585	0.542943	0.551518	0.461974	0.369565217391304	276	0.038	0
ENSMUST00000118273	0.496629	0.491554	0.482701	0.458932	0.452901	0.556058	0.303030303030303	990	0.002	0
ENSMUST00000118277	0.499743	0.500397	0.526748	0.564415	0.61607	0.605795	0.68503937007874	508	0.88	1
ENSMUST00000118289	0.500408	0.500856	0.50576	0.508279	0.519113	0.538948	0.844444444444444	540	0.182	0
ENSMUST00000118293	0.489893	0.480063	0.501595	0.511936	0.538425	0.532876	0.159440559440559	715	0.062	0
ENSMUST00000118318	0.495306	0.492283	0.489566	0.488682	0.509971	0.638647	0.513157894736842	228	0.114	0
ENSMUST00000118320	0.500649	0.500465	0.515228	0.533272	0.55149	0.51395	0.339310344827586	725	0.054	0
ENSMUST00000118325	0.49757	0.491743	0.485231	0.477349	0.490069	0.609937	0.135029354207436	3577	0.018	0
ENSMUST00000118333	0.506485	0.514085	0.539767	0.583131	0.604944	0.609172	0.341517857142857	448	0.184	0
ENSMUST00000118336	0.496584	0.492875	0.501698	0.503654	0.523298	0.618396	0.294504462188821	2129	0.088	0
ENSMUST00000118337	0.498993	0.497467	0.520435	0.547886	0.572823	0.574383	0.898058252427185	618	0.98	1
ENSMUST00000118342	0.498723	0.497151	0.474279	0.462111	0.462937	0.472141	0.342685370741483	499	0.012	0
ENSMUST00000118382	0.498847	0.498029	0.507074	0.529949	0.547623	0.625599	0.371052631578947	380	0.052	0
ENSMUST00000118385	0.496931	0.493619	0.495393	0.495007	0.512	0.517952	0.540229885057471	522	0.062	0
ENSMUST00000118404	0.500484	0.49835	0.482664	0.487397	0.495514	0.564292	0.306282722513089	764	0.008	0
ENSMUST00000118406	0.497968	0.493915	0.497558	0.502315	0.533871	0.523352	0.511061946902655	452	0.104	0
ENSMUST00000118437	0.494231	0.48864	0.510879	0.535745	0.56907	0.635851	0.349624060150376	532	0.184	0
ENSMUST00000118453	0.494348	0.485986	0.481405	0.492421	0.436839	0.484848	0.146341463414634	738	0.004	0
ENSMUST00000118458	0.492108	0.480896	0.477672	0.463191	0.416722	0.473416	0.476426799007444	403	0.004	0
ENSMUST00000118460	0.498063	0.495803	0.491863	0.488314	0.47504	0.404065	0.163461538461538	1248	0	0
ENSMUST00000118472	0.503496	0.506637	0.511218	0.51975	0.543354	0.563194	0.284584980237154	759	0.022	0
ENSMUST00000118492	0.498535	0.496377	0.496382	0.47833	0.456633	0.556693	0.317220543806647	331	0.018	0
ENSMUST00000118505	0.496044	0.49248	0.494934	0.494168	0.492404	0.500718	0.18048422597212	2726	0.012	0
ENSMUST00000118509	0.49919	0.497905	0.509504	0.547338	0.612999	0.582234	0.334426229508197	305	0.074	0
ENSMUST00000118519	0.494863	0.488544	0.476455	0.453536	0.4352	0.499814	0.290135396518375	517	0.006	0
ENSMUST00000118524	0.498622	0.495804	0.528499	0.545836	0.53573	0.529036	0.448818897637795	381	0.224	0
ENSMUST00000118537	0.495698	0.491052	0.511496	0.536471	0.636725	0.870603	1	636	0.998	1
ENSMUST00000118548	0.500312	0.500076	0.503292	0.503449	0.541283	0.657509	0.465870307167235	586	0.154	0
ENSMUST00000118560	0.496197	0.491776	0.503564	0.528916	0.626106	0.853486	0.61128526645768	638	0.686	1
ENSMUST00000118561	0.501195	0.503463	0.488398	0.480568	0.481354	0.50533	0.096696212731668	1241	0.002	0
ENSMUST00000118568	0.49832	0.495303	0.530546	0.568501	0.635305	0.660657	0.506329113924051	474	0.326	0
ENSMUST00000118569	0.499846	0.501769	0.514058	0.52613	0.523609	0.565899	0.423913043478261	368	0.026	0
ENSMUST00000118575	0.502134	0.505275	0.499959	0.496953	0.527792	0.492628	0.143646408839779	1086	0.002	0
ENSMUST00000118585	0.496036	0.490968	0.498764	0.51113	0.529354	0.517803	0.283276450511945	1758	0.024	0
ENSMUST00000118588	0.498194	0.495304	0.516052	0.536033	0.573112	0.570348	0.196635730858469	1724	0.074	0
ENSMUST00000118595	0.494738	0.488452	0.493466	0.49753	0.526952	0.578869	0.392727272727273	550	0.042	0
ENSMUST00000118610	0.502692	0.504425	0.490298	0.49652	0.52842	0.516977	0.211129296235679	611	0.006	0
ENSMUST00000118630	0.496875	0.491599	0.503803	0.503969	0.491338	0.46739	0.21317157712305	2308	0.004	0
ENSMUST00000118631	0.499976	0.501241	0.48477	0.478284	0.544999	0.80532	0.309723889555822	833	0.538	1
ENSMUST00000118647	0.497133	0.493234	0.514332	0.542777	0.576951	0.587273	0.195781147000659	1517	0.06	0
ENSMUST00000118668	0.49834	0.495255	0.485158	0.462534	0.447898	0.44024	0.795774647887324	426	0.004	0
ENSMUST00000118680	0.503668	0.508332	0.535384	0.57856	0.6183	0.617007	1	1632	1	1
ENSMUST00000118690	0.501666	0.503776	0.522651	0.562849	0.611613	0.689606	0.755639097744361	532	0.88	1
ENSMUST00000118692	0.501933	0.50413	0.538391	0.587947	0.636411	0.609052	0.269129287598945	758	0.292	0
ENSMUST00000118699	0.50062	0.500764	0.516898	0.541913	0.575346	0.612227	0.335127860026918	743	0.102	0
ENSMUST00000118701	0.496709	0.490035	0.487965	0.478272	0.461908	0.509032	0.665653495440729	329	0.01	0
ENSMUST00000118712	0.500674	0.503466	0.50405	0.523771	0.584046	0.684399	0.380434782608696	276	0.122	0
ENSMUST00000118714	0.499054	0.496834	0.509884	0.520892	0.561283	0.598322	0.179936305732484	1884	0.044	0
ENSMUST00000118725	0.490369	0.477608	0.466962	0.452857	0.448533	0.551397	0.266487213997308	743	0.006	0
ENSMUST00000118745	0.496493	0.492449	0.501745	0.501812	0.494308	0.514953	0.994186046511628	344	0.972	1
ENSMUST00000118753	0.499964	0.500814	0.497877	0.503751	0.532317	0.561794	0.361904761904762	315	0.036	0
ENSMUST00000118760	0.500368	0.502533	0.530637	0.573117	0.613387	0.80838	0.303534303534304	1443	0.232	0
ENSMUST00000118778	0.496721	0.493465	0.512027	0.535322	0.639546	0.878733	0.932346723044397	473	0.964	1
ENSMUST00000118782	0.498592	0.494579	0.487569	0.480904	0.476349	0.518324	0.333887043189369	602	0.006	0
ENSMUST00000118789	0.501568	0.504079	0.536179	0.585862	0.630667	0.755196	0.531872509960159	1004	0.544	1
ENSMUST00000118797	0.505398	0.51368	0.507562	0.516963	0.529336	0.546175	0.183864265927978	2888	0.004	0
ENSMUST00000118840	0.501119	0.503696	0.459474	0.426257	0.43157	0.495148	0.355509355509356	481	0.07	0
ENSMUST00000118845	0.497953	0.494412	0.477666	0.469149	0.466929	0.461315	0.357954545454545	352	0.002	0
ENSMUST00000118855	0.500368	0.502533	0.530637	0.573117	0.613387	0.80838	0.302904564315353	1446	0.232	0
ENSMUST00000118858	0.499705	0.498866	0.483521	0.474166	0.446902	0.508457	0.241379310344828	696	0	0
ENSMUST00000118862	0.504521	0.509112	0.485311	0.47437	0.410107	0.45122	0.19672131147541	671	0.012	0
ENSMUST00000118866	0.500487	0.501696	0.512678	0.525966	0.546058	0.541215	0.83030303030303	495	0.492	1
ENSMUST00000118868	0.503497	0.507781	0.539657	0.580432	0.617173	0.65211	0.298983050847458	1475	0.182	0
ENSMUST00000118879	0.494783	0.488608	0.483271	0.471055	0.490417	0.697685	0.40470297029703	808	0.172	0
ENSMUST00000118883	0.491937	0.480601	0.475083	0.453957	0.404931	0.446741	0.502358490566038	424	0.004	0
ENSMUST00000118894	0.495868	0.489739	0.501693	0.50706	0.554464	0.814783	0.900928792569659	646	0.916	1
ENSMUST00000118897	0.505258	0.510848	0.501548	0.503697	0.508901	0.501519	0.461172741679873	631	0.032	0
ENSMUST00000118907	0.494375	0.488037	0.481259	0.47359	0.458699	0.450191	0.2557856272838	821	0.008	0
ENSMUST00000118932	0.496707	0.493132	0.503877	0.503768	0.494264	0.538874	0.306818181818182	528	0.036	0
ENSMUST00000118934	0.495212	0.490909	0.516038	0.543487	0.619903	0.727345	0.871508379888268	537	0.886	1
ENSMUST00000118940	0.497343	0.492871	0.500117	0.508954	0.51299	0.507433	0.855776892430279	1255	0.614	1
ENSMUST00000118954	0.500227	0.502888	0.535333	0.588183	0.639252	0.685507	0.428571428571429	266	0.338	0
ENSMUST00000118979	0.495743	0.490384	0.494845	0.48849	0.492985	0.490943	1	1383	0.958	1
ENSMUST00000118992	0.501387	0.501987	0.489039	0.487116	0.503157	0.523138	0.0838852097130243	1359	0.002	0
ENSMUST00000118994	0.499175	0.49743	0.505921	0.511779	0.508435	0.538503	0.478723404255319	846	0.022	0
ENSMUST00000118995	0.499789	0.496272	0.456037	0.422941	0.397074	0.462343	0.479452054794521	438	0.024	0
ENSMUST00000118999	0.497267	0.493207	0.493064	0.500494	0.504535	0.480817	0.202061855670103	1455	0.002	0
ENSMUST00000119013	0.496008	0.492153	0.500637	0.511369	0.531075	0.674834	0.190335669494651	2711	0.106	0
ENSMUST00000119019	0.503087	0.507119	0.516581	0.531123	0.550237	0.625807	0.286516853932584	712	0.024	0
ENSMUST00000119022	0.497544	0.494628	0.499782	0.509531	0.533474	0.562167	0.726190476190476	252	0.268	0
ENSMUST00000119042	0.498148	0.494919	0.50361	0.518052	0.539173	0.511363	0.336263736263736	455	0.132	0
ENSMUST00000119045	0.501484	0.504137	0.516592	0.534749	0.574322	0.608873	0.301455301455301	1443	0.032	0
ENSMUST00000119050	0.498114	0.497481	0.505376	0.518875	0.554996	0.587995	0.279365079365079	945	0.058	0
ENSMUST00000119058	0.501077	0.502572	0.499945	0.503024	0.505607	0.582486	0.179193628670981	2009	0	0
ENSMUST00000119062	0.499972	0.500746	0.515385	0.532431	0.538222	0.63637	0.680851063829787	282	0.454	0
ENSMUST00000119094	0.498006	0.493726	0.52009	0.545722	0.580795	0.552693	1	336	1	1
ENSMUST00000119111	0.498204	0.494202	0.485306	0.470014	0.437481	0.458047	0.163383545770568	863	0.008	0
ENSMUST00000119117	0.496405	0.489993	0.4799	0.491344	0.622588	0.743287	0.444578313253012	1660	0.276	0
ENSMUST00000119126	0.50212	0.505183	0.57137	0.647038	0.722468	0.857386	0.359805510534846	617	0.71	1
ENSMUST00000119128	0.502969	0.50726	0.52311	0.556077	0.593049	0.682593	0.25609756097561	1312	0.088	0
ENSMUST00000119138	0.495048	0.490618	0.514203	0.538301	0.609607	0.728584	1	468	1	1
ENSMUST00000119150	0.493586	0.484196	0.464087	0.444602	0.428553	0.491627	0.242280285035629	421	0.004	0
ENSMUST00000119157	0.501177	0.501201	0.516686	0.535607	0.551838	0.557085	0.355263157894737	1064	0.032	0
ENSMUST00000119160	0.502723	0.504613	0.525531	0.553056	0.595485	0.611182	0.473684210526316	285	0.09	0
ENSMUST00000119179	0.50045	0.501526	0.513985	0.5317	0.55334	0.52017	1	282	0.996	1
ENSMUST00000119181	0.501791	0.503578	0.513125	0.526224	0.563395	0.786236	0.858181818181818	825	0.834	1
ENSMUST00000119188	0.495934	0.488536	0.491608	0.48867	0.487616	0.499572	0.292418772563177	554	0.018	0
ENSMUST00000119193	0.501943	0.504906	0.523215	0.548498	0.57959	0.550104	0.635396518375242	1034	0.486	1
ENSMUST00000119195	0.497119	0.492874	0.515163	0.525714	0.531356	0.487221	0.257289879931389	1166	0.058	0
ENSMUST00000119205	0.503195	0.507736	0.523507	0.553329	0.572175	0.671811	0.50748502994012	668	0.308	0
ENSMUST00000119218	0.496087	0.491943	0.504909	0.515809	0.540655	0.563468	0.225263157894737	2850	0.062	0
ENSMUST00000119234	0.499106	0.497382	0.499777	0.503156	0.490964	0.431016	0.28030303030303	396	0	0
ENSMUST00000119236	0.502123	0.505303	0.50739	0.516345	0.536759	0.536343	0.905084745762712	295	0.23	0
ENSMUST00000119241	0.502545	0.50598	0.524514	0.547805	0.577124	0.663371	1	1062	1	1
ENSMUST00000119244	0.506156	0.509539	0.513723	0.534985	0.565532	0.531695	0.211764705882353	1955	0.03	0
ENSMUST00000119280	0.497439	0.492835	0.507651	0.514775	0.519212	0.542434	0.305023923444976	836	0.076	0
ENSMUST00000119289	0.500189	0.499048	0.501444	0.515435	0.502866	0.500448	0.26158038147139	367	0.012	0
ENSMUST00000119295	0.501523	0.502217	0.532688	0.574184	0.627966	0.591738	0.375601926163724	623	0.206	0
ENSMUST00000119297	0.495156	0.489532	0.490994	0.484917	0.491019	0.506186	1	1386	0.976	1
ENSMUST00000119298	0.496071	0.491931	0.514877	0.543209	0.640811	0.870875	1	639	1	1
ENSMUST00000119300	0.499312	0.496451	0.482507	0.472511	0.486243	0.552012	0.125748502994012	1169	0.002	0
ENSMUST00000119301	0.496158	0.492124	0.530298	0.561347	0.587992	0.638697	0.489563567362429	527	0.316	0
ENSMUST00000119309	0.494114	0.485397	0.494844	0.504909	0.55086	0.472507	0.351515151515152	495	0.028	0
ENSMUST00000119319	0.501057	0.503892	0.525964	0.557641	0.590928	0.567286	0.539719626168224	428	0.326	0
ENSMUST00000119326	0.495774	0.489148	0.473014	0.451628	0.456644	0.516979	0.262905162064826	833	0.004	0
ENSMUST00000119331	0.497256	0.494706	0.510779	0.537662	0.553827	0.579978	0.218241042345277	921	0.122	0
ENSMUST00000119335	0.495394	0.489726	0.484207	0.478536	0.463965	0.540587	0.173913043478261	1035	0.006	0
ENSMUST00000119352	0.503201	0.509583	0.523442	0.562892	0.629249	0.722943	0.329268292682927	246	0.232	0
ENSMUST00000119371	0.509758	0.522339	0.546338	0.606328	0.656531	0.583171	0.585185185185185	405	0.326	0
ENSMUST00000119416	0.496205	0.492565	0.481353	0.472231	0.456314	0.463451	0.218867924528302	795	0	0
ENSMUST00000119435	0.50166	0.502648	0.505164	0.519483	0.544301	0.527696	0.477611940298507	402	0.02	0
ENSMUST00000119440	0.497295	0.496418	0.517555	0.544796	0.598541	0.784688	0.591796875	512	0.872	1
ENSMUST00000119452	0.498791	0.498428	0.519297	0.544751	0.55836	0.543045	0.318225650916104	1037	0.088	0
ENSMUST00000119497	0.491439	0.481428	0.476285	0.454025	0.453053	0.463266	0.317843866171004	1076	0	0
ENSMUST00000119514	0.49417	0.485758	0.488382	0.489862	0.480338	0.567786	0.207715133531157	1011	0.034	0
ENSMUST00000119518	0.497121	0.49499	0.503108	0.519455	0.549379	0.541456	0.358974358974359	585	0.07	0
ENSMUST00000119522	0.49528	0.488206	0.487036	0.497628	0.543236	0.64305	0.180995475113122	663	0.058	0
ENSMUST00000119532	0.496748	0.492405	0.498099	0.498895	0.512495	0.697654	0.807980049875312	802	0.634	1
ENSMUST00000119538	0.494871	0.486601	0.47443	0.45357	0.4478	0.502661	0.409090909090909	286	0.006	0
ENSMUST00000119548	0.495993	0.489178	0.464544	0.430594	0.410138	0.451764	0.281391830559758	661	0	0
ENSMUST00000119554	0.500644	0.501874	0.535574	0.575105	0.604164	0.647707	0.332990750256937	973	0.13	0
ENSMUST00000119561	0.498228	0.496113	0.499365	0.505571	0.51002	0.564986	0.654545454545455	440	0.068	0
ENSMUST00000119563	0.499531	0.501041	0.516916	0.551245	0.598799	0.789192	0.657657657657658	333	0.91	1
ENSMUST00000119592	0.499865	0.498718	0.526906	0.555308	0.554602	0.531011	0.4625	240	0.22	0
ENSMUST00000119593	0.494507	0.486177	0.498969	0.498635	0.523635	0.49675	0.139285714285714	2800	0.046	0
ENSMUST00000119594	0.495001	0.488389	0.490664	0.500023	0.502533	0.539738	0.646341463414634	246	0.056	0
ENSMUST00000119607	0.499471	0.497981	0.483938	0.47978	0.456964	0.565535	0.368286445012788	391	0.016	0
ENSMUST00000119615	0.489764	0.476146	0.469691	0.431163	0.412719	0.433679	0.415742793791574	902	0	0
ENSMUST00000119621	0.503839	0.509027	0.528942	0.57038	0.615225	0.837524	1	327	1	1
ENSMUST00000119622	0.497212	0.492264	0.482805	0.481892	0.480913	0.505744	0.422950819672131	610	0.006	0
ENSMUST00000119623	0.496361	0.492206	0.503802	0.528149	0.622689	0.86136	0.610328638497653	639	0.696	1
ENSMUST00000119625	0.50553	0.509676	0.491862	0.486628	0.512726	0.494948	0.286725663716814	565	0.056	0
ENSMUST00000119626	0.494777	0.489579	0.511021	0.536783	0.591876	0.712084	0.334532374100719	556	0.258	0
ENSMUST00000119635	0.495727	0.49071	0.509315	0.521888	0.538792	0.541157	1	255	1	1
ENSMUST00000119639	0.50317	0.508159	0.507687	0.510155	0.499063	0.524788	0.994219653179191	519	0.942	1
ENSMUST00000119644	0.499363	0.497561	0.507195	0.51059	0.505188	0.553178	0.6158357771261	682	0.126	0
ENSMUST00000119655	0.498201	0.497127	0.49223	0.479402	0.502216	0.492155	0.256776034236805	701	0	0
ENSMUST00000119667	0.496766	0.493657	0.498687	0.520807	0.617446	0.841659	0.539888682745826	539	0.544	1
ENSMUST00000119671	0.499828	0.498142	0.489189	0.488946	0.47277	0.626897	0.275167785234899	447	0.024	0
ENSMUST00000119675	0.499944	0.497567	0.495656	0.498783	0.489279	0.490877	0.404761904761905	252	0.02	0
ENSMUST00000119677	0.500125	0.499277	0.492616	0.481181	0.48295	0.485649	0.582802547770701	314	0.018	0
ENSMUST00000119682	0.500135	0.500179	0.497089	0.506184	0.511379	0.575558	0.382978723404255	282	0.022	0
ENSMUST00000119687	0.500749	0.503141	0.504126	0.508608	0.51601	0.491207	0.164739884393064	1384	0	0
ENSMUST00000119690	0.496148	0.489154	0.480098	0.488573	0.608572	0.743625	0.387096774193548	1736	0.24	0
ENSMUST00000119691	0.498535	0.498508	0.495965	0.49846	0.511822	0.457959	0.274056029232643	821	0.01	0
ENSMUST00000119700	0.497081	0.49308	0.500162	0.500026	0.524798	0.551798	0.373937677053824	706	0.032	0
ENSMUST00000119708	0.493188	0.484709	0.480554	0.481193	0.50037	0.482931	0.423841059602649	453	0.018	0
